TIME_BIN TIME_MIN TIME TIME_MAX COUNTS STAT_ERR AREA EXPOSURE COUNT_RATE COUNT_RATE_ERR
1.0 704944075.43005 704944077.05057 704944078.67109 0.0 0.0 2238.586628948032 0.0 0.0 0.0
2.0 704944078.67109 704944080.29161 704944081.91213 0.0 0.0 2238.586628948032 0.0 0.0 0.0
3.0 704944081.91213 704944083.53265 704944085.15317 0.0 0.0 2238.586628948032 0.0 0.0 0.0
4.0 704944085.15317 704944086.77369 704944088.39421 0.0 0.0 2238.586628948032 0.0 0.0 0.0
5.0 704944088.39421 704944090.01473 704944091.63525 0.0 0.0 2238.586628948032 0.0 0.0 0.0
6.0 704944091.63525 704944093.25577 704944094.87629 0.0 0.0 2238.586628948032 0.0 0.0 0.0
7.0 704944094.87629 704944096.49681 704944098.11733 0.0 0.0 2238.586628948032 0.0 0.0 0.0
8.0 704944098.1173301 704944099.7378501 704944101.3583701 0.0 0.0 2238.586628948032 0.0 0.0 0.0
9.0 704944101.3583701 704944102.9788901 704944104.59941 0.0 0.0 2238.586628948032 0.0 0.0 0.0
10.0 704944104.59941 704944106.21993 704944107.84045 0.0 0.0 2238.586628948032 0.0 0.0 0.0
11.0 704944107.84045 704944109.46097 704944111.08149 0.0 0.0 2238.586628948032 0.0 0.0 0.0
12.0 704944111.08149 704944112.70201 704944114.32253 0.0 0.0 2238.586628948032 0.0 0.0 0.0
13.0 704944114.32253 704944115.94305 704944117.56357 0.0 0.0 2238.586628948032 0.0 0.0 0.0
14.0 704944117.56357 704944119.18409 704944120.80461 0.0 0.0 2238.586628948032 0.0 0.0 0.0
15.0 704944120.80461 704944122.42513 704944124.04565 0.0 0.0 2238.586628948032 0.0 0.0 0.0
16.0 704944124.04565 704944125.66617 704944127.28669 0.0 0.0 2238.586628948032 0.0 0.0 0.0
17.0 704944127.28669 704944128.90721 704944130.52773 0.0 0.0 2238.586628948032 0.0 0.0 0.0
18.0 704944130.52773 704944132.14825 704944133.76877 0.0 0.0 2238.586628948032 0.0 0.0 0.0
19.0 704944133.76877 704944135.38929 704944137.00981 0.0 0.0 2238.586628948032 0.0 0.0 0.0
20.0 704944137.00981 704944138.63033 704944140.25085 0.0 0.0 2238.586628948032 0.0 0.0 0.0
21.0 704944140.25085 704944141.87137 704944143.49189 0.0 0.0 2238.586628948032 0.0 0.0 0.0
22.0 704944143.4918901 704944145.1124101 704944146.7329301 0.0 0.0 2238.586628948032 0.0 0.0 0.0
23.0 704944146.7329301 704944148.3534501 704944149.97397 0.0 0.0 2238.586628948032 0.0 0.0 0.0
24.0 704944149.97397 704944151.59449 704944153.21501 0.0 0.0 2238.586628948032 0.0 0.0 0.0
25.0 704944153.21501 704944154.83553 704944156.45605 0.0 0.0 2238.586628948032 0.0 0.0 0.0
26.0 704944156.45605 704944158.07657 704944159.69709 0.0 0.0 2238.586628948032 0.0 0.0 0.0
27.0 704944159.69709 704944161.31761 704944162.93813 0.0 0.0 2238.586628948032 0.0 0.0 0.0
28.0 704944162.93813 704944164.55865 704944166.17917 0.0 0.0 2238.586628948032 0.0 0.0 0.0
29.0 704944166.17917 704944167.79969 704944169.42021 0.0 0.0 2238.586628948032 0.0 0.0 0.0
30.0 704944169.42021 704944171.04073 704944172.66125 0.0 0.0 2238.586628948032 0.0 0.0 0.0
31.0 704944172.66125 704944174.28177 704944175.90229 0.0 0.0 2238.586628948032 0.0 0.0 0.0
32.0 704944175.90229 704944177.52281 704944179.14333 0.0 0.0 2238.586628948032 0.0 0.0 0.0
33.0 704944179.14333 704944180.76385 704944182.38437 0.0 0.0 2238.586628948032 0.0 0.0 0.0
34.0 704944182.38437 704944184.00489 704944185.62541 0.0 0.0 2238.586628948032 0.0 0.0 0.0
35.0 704944185.62541 704944187.24593 704944188.86645 0.0 0.0 2238.586628948032 0.0 0.0 0.0
36.0 704944188.8664501 704944190.4869701 704944192.1074901 0.0 0.0 2238.586628948032 0.0 0.0 0.0
37.0 704944192.1074901 704944193.72801 704944195.34853 0.0 0.0 2238.586628948032 0.0 0.0 0.0
38.0 704944195.34853 704944196.96905 704944198.58957 0.0 0.0 2238.586628948032 0.0 0.0 0.0
39.0 704944198.58957 704944200.21009 704944201.83061 0.0 0.0 2238.586628948032 0.0 0.0 0.0
40.0 704944201.83061 704944203.45113 704944205.07165 0.0 0.0 2238.586628948032 0.0 0.0 0.0
41.0 704944205.07165 704944206.69217 704944208.31269 0.0 0.0 2238.586628948032 0.0 0.0 0.0
42.0 704944208.31269 704944209.93321 704944211.55373 0.0 0.0 2238.586628948032 0.0 0.0 0.0
43.0 704944211.55373 704944213.17425 704944214.79477 0.0 0.0 2238.586628948032 0.0 0.0 0.0
44.0 704944214.79477 704944216.41529 704944218.03581 0.0 0.0 2238.586628948032 0.0 0.0 0.0
45.0 704944218.03581 704944219.65633 704944221.27685 0.0 0.0 2238.586628948032 0.0 0.0 0.0
46.0 704944221.27685 704944222.89737 704944224.51789 0.0 0.0 2238.586628948032 0.0 0.0 0.0
47.0 704944224.51789 704944226.13841 704944227.75893 0.0 0.0 2238.586628948032 0.0 0.0 0.0
48.0 704944227.75893 704944229.37945 704944230.99997 0.0 0.0 2238.586628948032 0.0 0.0 0.0
49.0 704944230.99997 704944232.62049 704944234.24101 0.0 0.0 2238.586628948032 0.0 0.0 0.0
50.0 704944234.2410101 704944235.8615301 704944237.4820501 0.0 0.0 2238.586628948032 0.0 0.0 0.0
