TIME_BIN TIME_MIN TIME TIME_MAX COUNTS STAT_ERR AREA EXPOSURE COUNT_RATE COUNT_RATE_ERR
1.0 611039765.88845 611039767.50897 611039769.12949 0.0 0.0 8512.523014364871 0.0 0.0 0.0
2.0 611039769.12949 611039770.75001 611039772.37053 0.0 0.0 8512.523014364871 0.0 0.0 0.0
3.0 611039772.37053 611039773.99105 611039775.61157 0.0 0.0 8512.523014364871 0.0 0.0 0.0
4.0 611039775.61157 611039777.23209 611039778.85261 0.0 0.0 8512.523014364871 0.0 0.0 0.0
5.0 611039778.85261 611039780.47313 611039782.09365 0.0 0.0 8512.523014364871 0.0 0.0 0.0
6.0 611039782.09365 611039783.71417 611039785.33469 0.0 0.0 8512.523014364871 0.0 0.0 0.0
7.0 611039785.33469 611039786.95521 611039788.57573 0.0 0.0 8512.523014364871 0.0 0.0 0.0
8.0 611039788.5757301 611039790.1962501 611039791.8167701 0.0 0.0 8512.523014364871 0.0 0.0 0.0
9.0 611039791.8167701 611039793.4372901 611039795.0578101 0.0 0.0 8512.523014364871 0.0 0.0 0.0
10.0 611039795.0578101 611039796.6783301 611039798.29885 0.0 0.0 8512.523014364871 0.0 0.0 0.0
11.0 611039798.29885 611039799.91937 611039801.53989 0.0 0.0 8512.523014364871 0.0 0.0 0.0
12.0 611039801.53989 611039803.16041 611039804.78093 0.0 0.0 8512.523014364871 0.0 0.0 0.0
13.0 611039804.78093 611039806.40145 611039808.02197 0.0 0.0 8512.523014364871 0.0 0.0 0.0
14.0 611039808.02197 611039809.64249 611039811.26301 0.0 0.0 8512.523014364871 0.0 0.0 0.0
15.0 611039811.26301 611039812.88353 611039814.50405 0.0 0.0 8512.523014364871 0.0 0.0 0.0
16.0 611039814.50405 611039816.12457 611039817.74509 0.0 0.0 8512.523014364871 0.0 0.0 0.0
17.0 611039817.74509 611039819.36561 611039820.98613 0.0 0.0 8512.523014364871 0.0 0.0 0.0
18.0 611039820.98613 611039822.60665 611039824.22717 0.0 0.0 8512.523014364871 0.0 0.0 0.0
19.0 611039824.22717 611039825.84769 611039827.46821 0.0 0.0 8512.523014364871 0.0 0.0 0.0
20.0 611039827.46821 611039829.08873 611039830.70925 0.0 0.0 8512.523014364871 0.0 0.0 0.0
21.0 611039830.70925 611039832.32977 611039833.95029 0.0 0.0 8512.523014364871 0.0 0.0 0.0
22.0 611039833.9502901 611039835.5708101 611039837.1913301 0.0 0.0 8512.523014364871 0.0 0.0 0.0
23.0 611039837.1913301 611039838.8118501 611039840.4323701 0.0 0.0 8512.523014364871 0.0 0.0 0.0
24.0 611039840.4323701 611039842.0528901 611039843.67341 0.0 0.0 8512.523014364871 0.0 0.0 0.0
25.0 611039843.67341 611039845.29393 611039846.91445 0.0 0.0 8512.523014364871 0.0 0.0 0.0
26.0 611039846.91445 611039848.53497 611039850.15549 0.0 0.0 8512.523014364871 0.0 0.0 0.0
27.0 611039850.15549 611039851.77601 611039853.39653 0.0 0.0 8512.523014364871 0.0 0.0 0.0
28.0 611039853.39653 611039855.01705 611039856.63757 0.0 0.0 8512.523014364871 0.0 0.0 0.0
29.0 611039856.63757 611039858.25809 611039859.87861 0.0 0.0 8512.523014364871 0.0 0.0 0.0
30.0 611039859.87861 611039861.49913 611039863.11965 0.0 0.0 8512.523014364871 0.0 0.0 0.0
31.0 611039863.11965 611039864.74017 611039866.36069 0.0 0.0 8512.523014364871 0.0 0.0 0.0
32.0 611039866.36069 611039867.98121 611039869.60173 0.0 0.0 8512.523014364871 0.0 0.0 0.0
33.0 611039869.60173 611039871.22225 611039872.84277 0.0 0.0 8512.523014364871 0.0 0.0 0.0
34.0 611039872.84277 611039874.46329 611039876.08381 0.0 0.0 8512.523014364871 0.0 0.0 0.0
35.0 611039876.08381 611039877.70433 611039879.32485 0.0 0.0 8512.523014364871 0.0 0.0 0.0
36.0 611039879.3248501 611039880.9453701 611039882.5658901 0.0 0.0 8512.523014364871 0.0 0.0 0.0
37.0 611039882.5658901 611039884.1864101 611039885.8069301 0.0 0.0 8512.523014364871 0.0 0.0 0.0
38.0 611039885.8069301 611039887.4274501 611039889.04797 0.0 0.0 8512.523014364871 0.0 0.0 0.0
39.0 611039889.04797 611039890.66849 611039892.28901 0.0 0.0 8512.523014364871 0.0 0.0 0.0
40.0 611039892.28901 611039893.90953 611039895.53005 0.0 0.0 8512.523014364871 0.0 0.0 0.0
41.0 611039895.53005 611039897.15057 611039898.77109 0.0 0.0 8512.523014364871 0.0 0.0 0.0
42.0 611039898.77109 611039900.39161 611039902.01213 0.0 0.0 8512.523014364871 0.0 0.0 0.0
43.0 611039902.01213 611039903.63265 611039905.25317 0.0 0.0 8512.523014364871 0.0 0.0 0.0
44.0 611039905.25317 611039906.87369 611039908.49421 0.0 0.0 8512.523014364871 0.0 0.0 0.0
45.0 611039908.49421 611039910.11473 611039911.73525 0.0 0.0 8512.523014364871 0.0 0.0 0.0
46.0 611039911.73525 611039913.35577 611039914.97629 0.0 0.0 8512.523014364871 0.0 0.0 0.0
47.0 611039914.97629 611039916.59681 611039918.21733 0.0 0.0 8512.523014364871 0.0 0.0 0.0
48.0 611039918.21733 611039919.83785 611039921.45837 0.0 0.0 8512.523014364871 0.0 0.0 0.0
49.0 611039921.45837 611039923.07889 611039924.69941 0.0 0.0 8512.523014364871 0.0 0.0 0.0
50.0 611039924.6994101 611039926.3199301 611039927.9404501 0.0 0.0 8512.523014364871 0.0 0.0 0.0
51.0 611039927.9404501 611039929.5609701 611039931.1814901 0.0 0.0 8512.523014364871 0.0 0.0 0.0
52.0 611039931.1814901 611039932.80201 611039934.42253 0.0 0.0 8512.523014364871 0.0 0.0 0.0
53.0 611039934.42253 611039936.04305 611039937.66357 0.0 0.0 8512.523014364871 0.0 0.0 0.0
54.0 611039937.66357 611039939.28409 611039940.90461 0.0 0.0 8512.523014364871 0.0 0.0 0.0
55.0 611039940.90461 611039942.52513 611039944.14565 0.0 0.0 8512.523014364871 0.0 0.0 0.0
56.0 611039944.14565 611039945.76617 611039947.38669 0.0 0.0 8512.523014364871 0.0 0.0 0.0
57.0 611039947.38669 611039949.00721 611039950.62773 0.0 0.0 8512.523014364871 0.0 0.0 0.0
58.0 611039950.62773 611039952.24825 611039953.86877 0.0 0.0 8512.523014364871 0.0 0.0 0.0
59.0 611039953.86877 611039955.48929 611039957.10981 0.0 0.0 8512.523014364871 0.0 0.0 0.0
60.0 611039957.10981 611039958.73033 611039960.35085 0.0 0.0 8512.523014364871 0.0 0.0 0.0
61.0 611039960.35085 611039961.97137 611039963.59189 0.0 0.0 8512.523014364871 0.0 0.0 0.0
62.0 611039963.59189 611039965.21241 611039966.83293 0.0 0.0 8512.523014364871 0.0 0.0 0.0
63.0 611039966.83293 611039968.45345 611039970.07397 0.0 0.0 8512.523014364871 0.0 0.0 0.0
64.0 611039970.0739701 611039971.6944901 611039973.3150101 0.0 0.0 8512.523014364871 0.0 0.0 0.0
65.0 611039973.3150101 611039974.9355301 611039976.5560501 0.0 0.0 8512.523014364871 0.0 0.0 0.0
66.0 611039976.5560501 611039978.17657 611039979.79709 0.0 0.0 8512.523014364871 0.0 0.0 0.0
67.0 611039979.79709 611039981.41761 611039983.03813 0.0 0.0 8512.523014364871 0.0 0.0 0.0
68.0 611039983.03813 611039984.65865 611039986.27917 0.0 0.0 8512.523014364871 0.0 0.0 0.0
69.0 611039986.27917 611039987.89969 611039989.52021 0.0 0.0 8512.523014364871 0.0 0.0 0.0
70.0 611039989.52021 611039991.14073 611039992.76125 0.0 0.0 8512.523014364871 0.0 0.0 0.0
71.0 611039992.76125 611039994.38177 611039996.00229 0.0 0.0 8512.523014364871 0.0 0.0 0.0
72.0 611039996.00229 611039997.62281 611039999.24333 0.0 0.0 8512.523014364871 0.0 0.0 0.0
73.0 611039999.24333 611040000.86385 611040002.48437 0.0 0.0 8512.523014364871 0.0 0.0 0.0
74.0 611040002.48437 611040004.10489 611040005.72541 0.0 0.0 8512.523014364871 0.0 0.0 0.0
75.0 611040005.72541 611040007.34593 611040008.96645 0.0 0.0 8512.523014364871 0.0 0.0 0.0
76.0 611040008.96645 611040010.58697 611040012.20749 0.0 0.0 8512.523014364871 0.0 0.0 0.0
77.0 611040012.20749 611040013.82801 611040015.44853 0.0 0.0 8512.523014364871 0.0 0.0 0.0
