TIME_BIN TIME_MIN TIME TIME_MAX COUNTS STAT_ERR AREA EXPOSURE COUNT_RATE COUNT_RATE_ERR
1.0 315482906.70047 315482908.32098997 315482909.94150996 0.0 0.0 6879.942006092745 0.0 0.0 0.0
2.0 315482909.94150996 315482911.56202996 315482913.18254995 0.0 0.0 6879.942006092745 0.0 0.0 0.0
3.0 315482913.18254995 315482914.80306995 315482916.42358994 0.0 0.0 6879.942006092745 0.0 0.0 0.0
4.0 315482916.42358994 315482918.04410994 315482919.66462994 0.0 0.0 6879.942006092745 0.0 0.0 0.0
5.0 315482919.66463 315482921.28515 315482922.90567 0.0 0.0 6879.942006092745 0.0 0.0 0.0
6.0 315482922.90567 315482924.52619 315482926.14671 0.0 0.0 6879.942006092745 0.0 0.0 0.0
7.0 315482926.14671 315482927.76723 315482929.38774997 0.0 0.0 6879.942006092745 0.0 0.0 0.0
8.0 315482929.38774997 315482931.00826997 315482932.62878996 0.0 0.0 6879.942006092745 0.0 0.0 0.0
9.0 315482932.62878996 315482934.24930996 315482935.86982995 0.0 0.0 6879.942006092745 0.0 0.0 0.0
10.0 315482935.86982995 315482937.49034995 315482939.11086994 0.0 0.0 6879.942006092745 0.0 0.0 0.0
11.0 315482939.11086994 315482940.73138994 315482942.35190994 0.0 0.0 6879.942006092745 0.0 0.0 0.0
12.0 315482942.35191 315482943.97243 315482945.59295 0.0 0.0 6879.942006092745 0.0 0.0 0.0
13.0 315482945.59295 315482947.21347 315482948.83399 0.0 0.0 6879.942006092745 0.0 0.0 0.0
14.0 315482948.83399 315482950.45451 315482952.07502997 0.0 0.0 6879.942006092745 0.0 0.0 0.0
15.0 315482952.07502997 315482953.69554996 315482955.31606996 0.0 0.0 6879.942006092745 0.0 0.0 0.0
16.0 315482955.31606996 315482956.93658996 315482958.55710995 0.0 0.0 6879.942006092745 0.0 0.0 0.0
17.0 315482958.55710995 315482960.17762995 315482961.79814994 0.0 0.0 6879.942006092745 0.0 0.0 0.0
18.0 315482961.79814994 315482963.41866994 315482965.03918993 0.0 0.0 6879.942006092745 0.0 0.0 0.0
19.0 315482965.03919 315482966.65971 315482968.28023 0.0 0.0 6879.942006092745 0.0 0.0 0.0
20.0 315482968.28023 315482969.90075 315482971.52127 0.0 0.0 6879.942006092745 0.0 0.0 0.0
21.0 315482971.52127 315482973.14179 315482974.76230997 0.0 0.0 6879.942006092745 0.0 0.0 0.0
22.0 315482974.76230997 315482976.38282996 315482978.00334996 0.0 0.0 6879.942006092745 0.0 0.0 0.0
23.0 315482978.00334996 315482979.62386996 315482981.24438995 0.0 0.0 6879.942006092745 0.0 0.0 0.0
24.0 315482981.24438995 315482982.86490995 315482984.48542994 0.0 0.0 6879.942006092745 0.0 0.0 0.0
25.0 315482984.48542994 315482986.10594994 315482987.72646993 0.0 0.0 6879.942006092745 0.0 0.0 0.0
26.0 315482987.72647 315482989.34699 315482990.96751 0.0 0.0 6879.942006092745 0.0 0.0 0.0
27.0 315482990.96751 315482992.58803 315482994.20855 0.0 0.0 6879.942006092745 0.0 0.0 0.0
28.0 315482994.20855 315482995.82907 315482997.44958997 0.0 0.0 6879.942006092745 0.0 0.0 0.0
29.0 315482997.44958997 315482999.07010996 315483000.69062996 0.0 0.0 6879.942006092745 0.0 0.0 0.0
30.0 315483000.69062996 315483002.31114995 315483003.93166995 0.0 0.0 6879.942006092745 0.0 0.0 0.0
31.0 315483003.93166995 315483005.55218995 315483007.17270994 0.0 0.0 6879.942006092745 0.0 0.0 0.0
32.0 315483007.17270994 315483008.79322994 315483010.41374993 0.0 0.0 6879.942006092745 0.0 0.0 0.0
33.0 315483010.41375 315483012.03427 315483013.65479 0.0 0.0 6879.942006092745 0.0 0.0 0.0
34.0 315483013.65479 315483015.27531 315483016.89583 0.0 0.0 6879.942006092745 0.0 0.0 0.0
35.0 315483016.89583 315483018.51635 315483020.13686997 0.0 0.0 6879.942006092745 0.0 0.0 0.0
36.0 315483020.13686997 315483021.75738996 315483023.37790996 0.0 0.0 6879.942006092745 0.0 0.0 0.0
37.0 315483023.37790996 315483024.99842995 315483026.61894995 0.0 0.0 6879.942006092745 0.0 0.0 0.0
38.0 315483026.61894995 315483028.23946995 315483029.85998994 0.0 0.0 6879.942006092745 0.0 0.0 0.0
39.0 315483029.85998994 315483031.48050994 315483033.10102993 0.0 0.0 6879.942006092745 0.0 0.0 0.0
40.0 315483033.10103 315483034.72155 315483036.34207 0.0 0.0 6879.942006092745 0.0 0.0 0.0
41.0 315483036.34207 315483037.96259 315483039.58311 0.0 0.0 6879.942006092745 0.0 0.0 0.0
42.0 315483039.58311 315483041.20363 315483042.82414997 0.0 0.0 6879.942006092745 0.0 0.0 0.0
43.0 315483042.82414997 315483044.44466996 315483046.06518996 0.0 0.0 6879.942006092745 0.0 0.0 0.0
44.0 315483046.06518996 315483047.68570995 315483049.30622995 0.0 0.0 6879.942006092745 0.0 0.0 0.0
45.0 315483049.30622995 315483050.92674994 315483052.54726994 0.0 0.0 6879.942006092745 0.0 0.0 0.0
46.0 315483052.54727 315483054.16779 315483055.78831 0.0 0.0 6879.942006092745 0.0 0.0 0.0
47.0 315483055.78831 315483057.40883 315483059.02935 0.0 0.0 6879.942006092745 0.0 0.0 0.0
48.0 315483059.02935 315483060.64987 315483062.27039 0.0 0.0 6879.942006092745 0.0 0.0 0.0
49.0 315483062.27039 315483063.89090997 315483065.51142997 0.0 0.0 6879.942006092745 0.0 0.0 0.0
50.0 315483065.51142997 315483067.13194996 315483068.75246996 0.0 0.0 6879.942006092745 0.0 0.0 0.0
51.0 315483068.75246996 315483070.37298995 315483071.99350995 0.0 0.0 6879.942006092745 0.0 0.0 0.0
52.0 315483071.99350995 315483073.61402994 315483075.23454994 0.0 0.0 6879.942006092745 0.0 0.0 0.0
53.0 315483075.23455 315483076.85507 315483078.47559 0.0 0.0 6879.942006092745 0.0 0.0 0.0
54.0 315483078.47559 315483080.09611 315483081.71663 0.0 0.0 6879.942006092745 0.0 0.0 0.0
55.0 315483081.71663 315483083.33715 315483084.95767 0.0 0.0 6879.942006092745 0.0 0.0 0.0
56.0 315483084.95767 315483086.57818997 315483088.19870996 0.0 0.0 6879.942006092745 0.0 0.0 0.0
57.0 315483088.19870996 315483089.81922996 315483091.43974996 0.0 0.0 6879.942006092745 0.0 0.0 0.0
58.0 315483091.43974996 315483093.06026995 315483094.68078995 0.0 0.0 6879.942006092745 0.0 0.0 0.0
59.0 315483094.68078995 315483096.30130994 315483097.92182994 0.0 0.0 6879.942006092745 0.0 0.0 0.0
60.0 315483097.92183 315483099.54235 315483101.16287 0.0 0.0 6879.942006092745 0.0 0.0 0.0
61.0 315483101.16287 315483102.78339 315483104.40391 0.0 0.0 6879.942006092745 0.0 0.0 0.0
62.0 315483104.40391 315483106.02443 315483107.64495 0.0 0.0 6879.942006092745 0.0 0.0 0.0
